date,pub_count,close_mean,ret_1d,ret_fwd_5d,volume_sum,vol_4w,vol_growth,vol_z,pub_4w,pub_growth,pub_z,y_up_5d,top1,top2,top3,top4,top5,top1_count,top2_count,top3_count,top4_count,top5_count,total_publications,top1_share,top2_share,top3_share,top4_share,top5_share,top_list
2025-04-10,5,145.09666666666666,-0.0291073738680465,0.0061108686163247,23006059,257388071.0,-0.4399247973280834,2.6368231132273348,202.0,-0.6666666666666667,-0.25504536826596214,1,Global Health Care Issues,Global Health and Surgery,Global Healthcare and Medical Tourism,Health and Medical Research Impacts,"Insurance, Mortality, Demography, Risk Management",5.0,1.0,1.0,1.0,1.0,10,1.0,0.2,0.2,0.2,0.2,"Global Health Care Issues|Global Health and Surgery|Global Healthcare and Medical Tourism|Health and Medical Research Impacts|Insurance, Mortality, Demography, Risk Management"
2025-04-11,2,147.29666666666665,0.015162305589377,-0.0303695489827785,11253970,261554986.0,-0.5108258220149744,0.732536612932995,201.0,-0.6,-0.3312084796927921,0,Global Health Care Issues,Economic Growth and Productivity,"Health Systems, Economic Evaluations, Quality of Life",Health disparities and outcomes,,2.0,1.0,1.0,1.0,,5,1.0,0.5,0.5,0.5,,"Global Health Care Issues|Economic Growth and Productivity|Health Systems, Economic Evaluations, Quality of Life|Health disparities and outcomes"
2025-04-14,15,149.18666666666667,0.0128312475955556,-0.0244883367593171,7882340,263092904.0,-0.2995947207963056,-0.2226040153237146,205.0,6.5,0.0028698528939721485,0,Global Health Care Issues,Employment and Welfare Studies,Health disparities and outcomes,Global Maternal and Child Health,Healthcare Systems and Reforms,15.0,4.0,3.0,2.0,2.0,32,1.0,0.26666666666666666,0.2,0.13333333333333333,0.13333333333333333,Global Health Care Issues|Employment and Welfare Studies|Health disparities and outcomes|Global Maternal and Child Health|Healthcare Systems and Reforms
2025-04-15,6,148.26666666666665,-0.0061667709357405,-0.0127023381294961,6842000,264118781.0,-0.1319836495253947,-0.593006239037732,207.0,-0.6,-0.2291589763257781,0,Global Health Care Issues,Economic Growth and Productivity,Economic Issues in Ukraine,Global Socioeconomic and Political Dynamics,"Health Systems, Economic Evaluations, Quality of Life",6.0,1.0,1.0,1.0,1.0,14,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Economic Growth and Productivity|Economic Issues in Ukraine|Global Socioeconomic and Political Dynamics|Health Systems, Economic Evaluations, Quality of Life"
2025-04-16,8,146.71333333333334,-0.0104766187050358,0.0113600218112417,8664776,266197691.0,0.2664098216895645,0.0260431717672815,208.0,0.33333333333333326,-0.17750596913964567,1,Global Health Care Issues,"Insurance, Mortality, Demography, Risk Management",Economic Growth and Productivity,"Health Systems, Economic Evaluations, Quality of Life",Healthcare Policy and Management,8.0,2.0,1.0,1.0,1.0,14,1.0,0.25,0.125,0.125,0.125,"Global Health Care Issues|Insurance, Mortality, Demography, Risk Management|Economic Growth and Productivity|Health Systems, Economic Evaluations, Quality of Life|Healthcare Policy and Management"
2025-04-17,10,145.98333333333332,-0.004975689553324,0.0208927959812765,10212178,267875277.0,0.1785853436949784,0.4662108254246387,210.0,0.25,-0.1264808071063108,1,Global Health Care Issues,Healthcare Systems and Reforms,Health disparities and outcomes,Healthcare Policy and Management,Employment and Welfare Studies,10.0,4.0,2.0,2.0,1.0,23,1.0,0.4,0.2,0.2,0.1,Global Health Care Issues|Healthcare Systems and Reforms|Health disparities and outcomes|Healthcare Policy and Management|Employment and Welfare Studies
2025-04-21,11,142.82333333333332,-0.0216463066560109,0.0476346068569561,7521583,267418812.0,-0.263469261894965,-0.3694209856429539,214.0,0.10000000000000009,-0.10232625518374844,1,Global Health Care Issues,Health disparities and outcomes,Healthcare Systems and Reforms,Global Maternal and Child Health,"Health Systems, Economic Evaluations, Quality of Life",11.0,2.0,2.0,1.0,1.0,21,1.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,"Global Health Care Issues|Health disparities and outcomes|Healthcare Systems and Reforms|Global Maternal and Child Health|Health Systems, Economic Evaluations, Quality of Life"
2025-04-22,10,145.53333333333333,0.0189744906294491,0.0339441136051306,8491674,269110869.0,0.1289743129870399,-0.0490454377360906,221.0,-0.09090909090909094,-0.12733588724537104,1,Global Health Care Issues,Healthcare Systems and Reforms,COVID-19 epidemiological studies,Climate Change and Health Impacts,Employment and Welfare Studies,10.0,5.0,1.0,1.0,1.0,25,1.0,0.5,0.1,0.1,0.1,Global Health Care Issues|Healthcare Systems and Reforms|COVID-19 epidemiological studies|Climate Change and Health Impacts|Employment and Welfare Studies
2025-04-23,6,146.38333333333335,0.0058405863490611,0.0359102812250939,9895175,271927950.0,0.1652796609949933,0.3687992808825304,223.0,-0.4,-0.22919933963468594,1,Global Health Care Issues,Employment and Welfare Studies,Global Maternal and Child Health,Health disparities and outcomes,Healthcare Systems and Reforms,6.0,2.0,2.0,2.0,2.0,18,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,Global Health Care Issues|Employment and Welfare Studies|Global Maternal and Child Health|Health disparities and outcomes|Healthcare Systems and Reforms
2025-04-24,9,148.38,0.0136399863372422,-0.0042683200790761,5805847,268328032.0,-0.4132648487773082,-1.0943749589811982,223.0,0.5,-0.1508737234753937,0,Global Health Care Issues,Healthcare Systems and Reforms,"Health Systems, Economic Evaluations, Quality of Life",Air Quality and Health Impacts,Employment and Welfare Studies,9.0,4.0,2.0,1.0,1.0,23,1.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111,"Global Health Care Issues|Healthcare Systems and Reforms|Health Systems, Economic Evaluations, Quality of Life|Air Quality and Health Impacts|Employment and Welfare Studies"
2025-04-25,8,149.03333333333333,0.0044031091342049,0.0055468575262804,7244517,268996459.0,0.2477967469690469,-0.4970092278404609,222.0,-0.11111111111111116,-0.176281690041647,1,Global Health Care Issues,Healthcare Policy and Management,Healthcare Systems and Reforms,Employment and Welfare Studies,Fiscal Policy and Economic Growth,8.0,2.0,2.0,1.0,1.0,18,1.0,0.25,0.25,0.125,0.125,Global Health Care Issues|Healthcare Policy and Management|Healthcare Systems and Reforms|Employment and Welfare Studies|Fiscal Policy and Economic Growth
2025-04-28,11,149.6266666666667,0.0039812122567657,-0.0014257708073427,6277096,268602211.0,-0.1335383711571109,-0.8995408573323912,221.0,0.375,-0.09879973790706263,0,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Health disparities and outcomes,Healthcare Systems and Reforms,Cardiac Health and Mental Health,11.0,4.0,3.0,2.0,1.0,25,1.0,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Health disparities and outcomes|Healthcare Systems and Reforms|Cardiac Health and Mental Health"
2025-04-29,11,150.47333333333333,0.0056585278916414,-0.0350449692082759,8436841,268519961.0,0.3440675433353257,-0.0913303136327067,207.0,0.0,-0.10005155394886868,0,Global Health Care Issues,Healthcare Systems and Reforms,Global Maternal and Child Health,Air Quality and Health Impacts,Climate Change and Health Impacts,11.0,3.0,2.0,1.0,1.0,22,1.0,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091,Global Health Care Issues|Healthcare Systems and Reforms|Global Maternal and Child Health|Air Quality and Health Impacts|Climate Change and Health Impacts
2025-04-30,8,151.64,0.0077533117717425,-0.035193000967203,7134741,265388017.0,-0.1543350170994095,-0.5672346983302173,182.0,-0.2727272727272727,-0.17776252830737568,0,Global Health Care Issues,Healthcare Systems and Public Health,"Insurance, Mortality, Demography, Risk Management",Climate Change and Health Impacts,Healthcare Policy and Management,8.0,2.0,2.0,1.0,1.0,17,1.0,0.25,0.25,0.125,0.125,"Global Health Care Issues|Healthcare Systems and Public Health|Insurance, Mortality, Demography, Risk Management|Climate Change and Health Impacts|Healthcare Policy and Management"
2025-05-01,58,147.74666666666667,-0.0256748439286028,-0.0173269560508981,10791769,269460514.0,0.5125663286165538,0.5805117691837984,234.0,6.25,1.119931363434692,0,Global Health Care Issues,Health disparities and outcomes,"Insurance, Mortality, Demography, Risk Management",Healthcare Policy and Management,Climate Change and Health Impacts,58.0,10.0,9.0,8.0,4.0,141,1.0,0.1724137931034483,0.15517241379310345,0.13793103448275862,0.06896551724137931,"Global Health Care Issues|Health disparities and outcomes|Insurance, Mortality, Demography, Risk Management|Healthcare Policy and Management|Climate Change and Health Impacts"
2025-05-02,7,149.86,0.0143037631982672,-0.0419280217091505,10422594,267753025.0,-0.034208942018681,0.4749685772201056,237.0,-0.8793103448275862,-0.20134673226075775,0,Global Health Care Issues,"Insurance, Mortality, Demography, Risk Management",Global Maternal and Child Health,,,7.0,2.0,1.0,,,10,1.0,0.2857142857142857,0.14285714285714285,,,"Global Health Care Issues|Insurance, Mortality, Demography, Risk Management|Global Maternal and Child Health"
2025-05-05,11,149.41333333333333,-0.0029805596334355,-0.0145903980010707,6035397,250990307.0,-0.4209313919356352,-1.0532953257971494,244.0,0.5714285714285714,-0.09831657992771879,0,Global Health Care Issues,Healthcare Systems and Reforms,Aging and Gerontology Research,Fiscal Policies and Political Economy,Global Maternal and Child Health,11.0,4.0,1.0,1.0,1.0,25,1.0,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.09090909090909091,Global Health Care Issues|Healthcare Systems and Reforms|Aging and Gerontology Research|Fiscal Policies and Political Economy|Global Maternal and Child Health
2025-05-06,3,145.20000000000002,-0.0281991790112438,-0.0151515151515154,12393817,231189219.0,1.0535214170666816,0.9561442479432318,230.0,-0.7272727272727273,-0.3049776760399965,0,Global Health Care Issues,Health disparities and outcomes,Employment and Welfare Studies,"Insurance, Mortality, Demography, Risk Management",,3.0,2.0,1.0,1.0,,7,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,,"Global Health Care Issues|Health disparities and outcomes|Employment and Welfare Studies|Insurance, Mortality, Demography, Risk Management"
2025-05-07,6,146.30333333333334,0.007598714416896,-0.0443371078353191,6880744,216269850.0,-0.4448244636821731,-0.6945237759637485,220.0,1.0,-0.22277903705236615,0,Global Health Care Issues,Air Quality and Health Impacts,COVID-19 Pandemic Impacts,COVID-19 and healthcare impacts,Climate Change and Health Impacts,6.0,1.0,1.0,1.0,1.0,16,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,Global Health Care Issues|Air Quality and Health Impacts|COVID-19 Pandemic Impacts|COVID-19 and healthcare impacts|Climate Change and Health Impacts
2025-05-08,12,145.18666666666664,-0.007632544257365,-0.0245201579575716,11123378,186316496.0,0.6165952402821555,0.6424365483570798,217.0,1.0,-0.06726569262799975,0,Global Health Care Issues,Healthcare Systems and Reforms,Intergenerational Family Dynamics and Caregiving,Chronic Disease Management Strategies,Economic Growth and Productivity,12.0,3.0,2.0,1.0,1.0,28,1.0,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,Global Health Care Issues|Healthcare Systems and Reforms|Intergenerational Family Dynamics and Caregiving|Chronic Disease Management Strategies|Economic Growth and Productivity
2025-05-09,4,143.57666666666668,-0.0110891725594634,0.0059201820165761,8079670,171390107.0,-0.2736316252131322,-0.2669694803927054,216.0,-0.6666666666666667,-0.2739595836430593,1,Global Health Care Issues,Air Quality and Health Impacts,Chronic Obstructive Pulmonary Disease (COPD) Research,Employment and Welfare Studies,Geriatric Care and Nursing Homes,4.0,1.0,1.0,1.0,1.0,12,1.0,0.25,0.25,0.25,0.25,Global Health Care Issues|Air Quality and Health Impacts|Chronic Obstructive Pulmonary Disease (COPD) Research|Employment and Welfare Studies|Geriatric Care and Nursing Homes
2025-05-12,7,147.23333333333335,0.0254683908713115,-0.0103916685533167,16078927,176215064.0,0.9900474895633112,1.6581129338190448,221.0,0.75,-0.19600117869106412,0,Global Health Care Issues,Health disparities and outcomes,"Insurance, Mortality, Demography, Risk Management",Energy and Environment Impacts,"Energy, Environment, and Transportation Policies",7.0,2.0,2.0,1.0,1.0,17,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Health disparities and outcomes|Insurance, Mortality, Demography, Risk Management|Energy and Environment Impacts|Energy, Environment, and Transportation Policies"
2025-05-13,9,142.99999999999997,-0.0287525469775868,0.0220279720279723,19214774,187547498.0,0.1950283747167955,2.1047459650357703,215.0,0.2857142857142858,-0.1445945001162551,1,Global Health Care Issues,Employment and Welfare Studies,Health disparities and outcomes,Healthcare Policy and Management,"Insurance, Mortality, Demography, Risk Management",9.0,2.0,2.0,2.0,2.0,24,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,"Global Health Care Issues|Employment and Welfare Studies|Health disparities and outcomes|Healthcare Policy and Management|Insurance, Mortality, Demography, Risk Management"
2025-05-14,10,139.8166666666667,-0.0222610722610718,0.0201215877935392,21257292,201962790.0,0.1062993506975413,2.313172046009659,219.0,0.11111111111111116,-0.11909707362743585,1,Global Health Care Issues,Healthcare Systems and Reforms,Global Maternal and Child Health,Economic and Environmental Valuation,"Energy, Environment, Economic Growth",10.0,3.0,2.0,1.0,1.0,22,1.0,0.3,0.2,0.1,0.1,"Global Health Care Issues|Healthcare Systems and Reforms|Global Maternal and Child Health|Economic and Environmental Valuation|Energy, Environment, Economic Growth"
2025-05-15,10,141.6266666666667,0.0129455239003455,-0.0003295048013556,21181454,214479468.0,-0.0035676228185603,2.238938617891682,221.0,0.0,-0.11806201816278593,0,Global Health Care Issues,Healthcare Policy and Management,"Health Systems, Economic Evaluations, Quality of Life",Employment and Welfare Studies,Healthcare Systems and Reforms,10.0,6.0,3.0,2.0,2.0,27,1.0,0.6,0.3,0.2,0.2,"Global Health Care Issues|Healthcare Policy and Management|Health Systems, Economic Evaluations, Quality of Life|Employment and Welfare Studies|Healthcare Systems and Reforms"
2025-05-16,6,144.42666666666665,0.0197702880813404,-0.0215103397341208,13801225,218068515.0,-0.3484288189092213,1.0875904192632757,217.0,-0.4,-0.22087245499109892,0,Global Health Care Issues,Colorectal Cancer Screening and Detection,"Financial Literacy, Pension, Retirement Analysis",Frailty in Older Adults,Global Maternal and Child Health,6.0,1.0,1.0,1.0,1.0,14,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Colorectal Cancer Screening and Detection|Financial Literacy, Pension, Retirement Analysis|Frailty in Older Adults|Global Maternal and Child Health"
2025-05-19,14,145.70333333333335,0.0088395494830135,-0.0163116835579144,12607191,223154123.0,-0.086516522989807,0.8352281547673704,220.0,1.3333333333333335,-0.009879563104427096,0,Global Health Care Issues,Employment and Welfare Studies,Healthcare Policy and Management,Healthcare Systems and Reforms,Air Quality and Health Impacts,14.0,2.0,2.0,2.0,1.0,30,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,Global Health Care Issues|Employment and Welfare Studies|Healthcare Policy and Management|Healthcare Systems and Reforms|Air Quality and Health Impacts
2025-05-20,11,146.15,0.0030655898972797,-0.0248146881058273,12244475,226906924.0,-0.0287705643548987,0.749686581336295,221.0,-0.2142857142857143,-0.08644518048410674,0,Global Health Care Issues,Employment and Welfare Studies,Insurance and Financial Risk Management,Agricultural risk and resilience,COVID-19 Pandemic Impacts,11.0,2.0,2.0,1.0,1.0,22,1.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,Global Health Care Issues|Employment and Welfare Studies|Insurance and Financial Risk Management|Agricultural risk and resilience|COVID-19 Pandemic Impacts
2025-05-21,6,142.63000000000002,-0.0240848443380087,0.0075252985580405,17342935,234354684.0,0.416388616090114,1.6599534098621709,221.0,-0.4545454545454546,-0.21568430640827757,1,Global Health Care Issues,Employment and Welfare Studies,Healthcare Systems and Reforms,"Financial Literacy, Pension, Retirement Analysis","Gender, Labor, and Family Dynamics",6.0,4.0,2.0,1.0,1.0,17,1.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Employment and Welfare Studies|Healthcare Systems and Reforms|Financial Literacy, Pension, Retirement Analysis|Gender, Labor, and Family Dynamics"
2025-05-22,10,141.58,-0.0073617051111267,0.0168809153835285,13220068,241768905.0,-0.2377260250355548,0.9347478166547168,222.0,0.6666666666666667,-0.11051434016194416,1,Global Health Care Issues,Health disparities and outcomes,Employment and Welfare Studies,Healthcare Systems and Reforms,"Insurance, Mortality, Demography, Risk Management",10.0,4.0,2.0,2.0,2.0,26,1.0,0.4,0.2,0.2,0.2,"Global Health Care Issues|Health disparities and outcomes|Employment and Welfare Studies|Healthcare Systems and Reforms|Insurance, Mortality, Demography, Risk Management"
2025-05-23,8,141.32000000000002,-0.0018364175731034,0.0202849325408056,9576291,244100679.0,-0.2756246790863708,0.0842694298523379,222.0,-0.19999999999999996,-0.16195506501389045,1,Global Health Care Issues,Health disparities and outcomes,Air Quality and Health Impacts,Climate Change and Health Impacts,Employment and Welfare Studies,8.0,3.0,1.0,1.0,1.0,20,1.0,0.375,0.125,0.125,0.125,Global Health Care Issues|Health disparities and outcomes|Air Quality and Health Impacts|Climate Change and Health Impacts|Employment and Welfare Studies
2025-05-27,22,143.32666666666668,0.014199452778564,0.0088143634587654,12744207,250567790.0,0.3308082429825911,0.8267091681630309,233.0,1.75,0.1989678387994535,1,Global Health Care Issues,Healthcare Systems and Reforms,Economic Growth and Productivity,Employment and Welfare Studies,Global Maternal and Child Health,22.0,6.0,2.0,2.0,2.0,46,1.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,Global Health Care Issues|Healthcare Systems and Reforms|Economic Growth and Productivity|Employment and Welfare Studies|Global Maternal and Child Health
2025-05-28,13,142.52333333333334,-0.0056049118563654,0.0165353041607221,11648479,253779428.0,-0.0859785155718202,0.5840981255663678,235.0,-0.40909090909090906,-0.03394992897823902,1,Global Health Care Issues,"Health Systems, Economic Evaluations, Quality of Life",Health disparities and outcomes,Healthcare Systems and Reforms,Business and Economic Development,13.0,2.0,2.0,2.0,1.0,27,1.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,"Global Health Care Issues|Health Systems, Economic Evaluations, Quality of Life|Health disparities and outcomes|Healthcare Systems and Reforms|Business and Economic Development"
2025-05-29,9,143.70333333333335,0.0082793460719883,0.007353111734824,11225303,257869990.0,-0.0363288631932117,0.4778442002610418,236.0,-0.3076923076923077,-0.13661249883595186,1,Global Health Care Issues,Aging and Gerontology Research,Female Genital Mutilation/Cutting Issues,Fiscal Policies and Political Economy,Fiscal Policy and Economic Growth,9.0,2.0,1.0,1.0,1.0,18,1.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,Global Health Care Issues|Aging and Gerontology Research|Female Genital Mutilation/Cutting Issues|Fiscal Policies and Political Economy|Fiscal Policy and Economic Growth
2025-05-30,12,143.97,0.0018556748857598,0.0149336667361255,12251995,259330216.0,0.0914622972760734,0.6960976255717282,190.0,0.33333333333333326,-0.0578138104720408,1,Global Health Care Issues,Health disparities and outcomes,Healthcare Policy and Management,Healthcare Systems and Public Health,Climate Change and Health Impacts,12.0,3.0,2.0,2.0,1.0,24,1.0,0.25,0.16666666666666666,0.16666666666666666,0.08333333333333333,Global Health Care Issues|Health disparities and outcomes|Healthcare Policy and Management|Healthcare Systems and Public Health|Climate Change and Health Impacts
2025-06-02,54,144.18666666666667,0.0015049431594544,0.0119520991307564,13060853,261968475.0,0.066018472909922,0.8497010593872216,237.0,3.5,1.0173496493530012,1,Global Health Care Issues,Health disparities and outcomes,"Insurance, Mortality, Demography, Risk Management",Employment and Welfare Studies,Healthcare Systems and Reforms,54.0,10.0,9.0,7.0,7.0,135,1.0,0.18518518518518517,0.16666666666666666,0.12962962962962962,0.12962962962962962,"Global Health Care Issues|Health disparities and outcomes|Insurance, Mortality, Demography, Risk Management|Employment and Welfare Studies|Healthcare Systems and Reforms"
2025-06-03,7,144.59,0.0027972997965599,0.0207022154598059,15056381,270989459.0,0.1527869580953096,1.202408347472106,233.0,-0.8703703703703703,-0.1956698219122502,1,Global Health Care Issues,Health disparities and outcomes,Economic Growth and Development,Economic Growth and Productivity,"Energy, Environment, Economic Growth",7.0,3.0,1.0,1.0,1.0,19,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,"Global Health Care Issues|Health disparities and outcomes|Economic Growth and Development|Economic Growth and Productivity|Energy, Environment, Economic Growth"
2025-06-04,6,144.88,0.0020056712082439,0.0182679919013437,10583572,269179214.0,-0.2970706572847751,0.2650665092429323,236.0,-0.1428571428571429,-0.2172320055943128,1,Global Health Care Issues,Health disparities and outcomes,Employment and Welfare Studies,"Financial Literacy, Pension, Retirement Analysis","Health Systems, Economic Evaluations, Quality of Life",6.0,2.0,1.0,1.0,1.0,13,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,"Global Health Care Issues|Health disparities and outcomes|Employment and Welfare Studies|Financial Literacy, Pension, Retirement Analysis|Health Systems, Economic Evaluations, Quality of Life"
2025-06-05,3,144.76000000000002,-0.0008282716731086,0.0261352123054248,14343704,276642174.0,0.3552800510073537,1.0634733724190932,233.0,-0.5,-0.27873839032480285,1,Global Health Care Issues,Employment and Welfare Studies,Healthcare Policy and Management,Healthcare Systems and Reforms,,3.0,1.0,1.0,1.0,,6,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,Global Health Care Issues|Employment and Welfare Studies|Healthcare Policy and Management|Healthcare Systems and Reforms
2025-06-06,5,146.11999999999998,0.0093948604586899,0.0112692763938315,9783036,275301832.0,-0.3179560872142928,0.0222483647833374,226.0,0.6666666666666667,-0.2224862490501678,1,Global Health Care Issues,Healthcare Systems and Reforms,Air Quality and Health Impacts,Climate Change and Health Impacts,Employment and Welfare Studies,5.0,2.0,1.0,1.0,1.0,13,1.0,0.4,0.2,0.2,0.2,Global Health Care Issues|Healthcare Systems and Reforms|Air Quality and Health Impacts|Climate Change and Health Impacts|Employment and Welfare Studies
2025-06-09,4,145.91,-0.0014371749247192,0.0096178009275125,11332600,278554762.0,0.1583929569511959,0.411445858830621,226.0,-0.19999999999999996,-0.2497677811600023,1,Global Health Care Issues,Healthcare Systems and Reforms,Economic Analysis and Policy,Economic Issues in Ukraine,Global Maternal and Child Health,4.0,2.0,1.0,1.0,1.0,10,1.0,0.5,0.25,0.25,0.25,Global Health Care Issues|Healthcare Systems and Reforms|Economic Analysis and Policy|Economic Issues in Ukraine|Global Maternal and Child Health
2025-06-10,5,147.58333333333334,0.0114682566879127,-0.017955957086392,12714296,275190131.0,0.1219222420274253,0.7186699591336354,224.0,0.25,-0.22249393472086512,0,Global Health Care Issues,Health disparities and outcomes,Healthcare Policy and Management,"Insurance, Mortality, Demography, Risk Management",Intergenerational Family Dynamics and Caregiving,5.0,2.0,1.0,1.0,1.0,12,1.0,0.4,0.2,0.2,0.2,"Global Health Care Issues|Health disparities and outcomes|Healthcare Policy and Management|Insurance, Mortality, Demography, Risk Management|Intergenerational Family Dynamics and Caregiving"
2025-06-11,4,147.52666666666667,-0.0003839638622247,-0.0188214560079533,14450420,270425777.0,0.1365489681851044,1.051895496605922,219.0,-0.19999999999999996,-0.2482079941203377,0,Global Health Care Issues,Employment and Welfare Studies,Global Public Health Policies and Epidemiology,Health disparities and outcomes,Healthcare innovation and challenges,4.0,1.0,1.0,1.0,1.0,8,1.0,0.25,0.25,0.25,0.25,Global Health Care Issues|Employment and Welfare Studies|Global Public Health Policies and Epidemiology|Health disparities and outcomes|Healthcare innovation and challenges
2025-06-12,16,148.54333333333332,0.0068914094626959,-0.0300249085564255,10536777,259705262.0,-0.2708324740734179,0.1815851795138528,225.0,3.0,0.07322627942600006,0,Global Health Care Issues,Employment and Welfare Studies,Health disparities and outcomes,Healthcare Policy and Management,Aging and Gerontology Research,16.0,2.0,2.0,2.0,1.0,30,1.0,0.125,0.125,0.125,0.0625,Global Health Care Issues|Employment and Welfare Studies|Health disparities and outcomes|Healthcare Policy and Management|Aging and Gerontology Research
2025-06-13,9,147.76666666666665,-0.0052285528353118,-0.0252876156101961,14860956,253384764.0,0.4103891541028153,1.105447610616796,224.0,-0.4375,-0.11517259381173185,0,Global Health Care Issues,Healthcare Systems and Reforms,Climate Change and Health Impacts,Employment and Welfare Studies,Global Maternal and Child Health,9.0,2.0,1.0,1.0,1.0,21,1.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,Global Health Care Issues|Healthcare Systems and Reforms|Climate Change and Health Impacts|Employment and Welfare Studies|Global Maternal and Child Health
2025-06-16,11,147.31333333333336,-0.0030678998420931,-0.0096845725664119,15971788,255555327.0,0.0747483540089883,1.280428200187942,229.0,0.22222222222222232,-0.061738613826295134,0,Global Health Care Issues,Healthcare Policy and Management,Employment and Welfare Studies,Healthcare Systems and Reforms,"Energy, Environment, and Transportation Policies",11.0,3.0,2.0,2.0,1.0,24,1.0,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.09090909090909091,"Global Health Care Issues|Healthcare Policy and Management|Employment and Welfare Studies|Healthcare Systems and Reforms|Energy, Environment, and Transportation Policies"
2025-06-17,7,144.9333333333333,-0.0161560392813507,0.0067847286108557,14152529,257100665.0,-0.1139045296619264,0.9367642192294068,222.0,-0.36363636363636365,-0.1679533279625999,1,Global Health Care Issues,Global Socioeconomic and Political Dynamics,Health disparities and outcomes,Healthcare Policy and Management,Healthcare Systems and Public Health,7.0,1.0,1.0,1.0,1.0,14,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,Global Health Care Issues|Global Socioeconomic and Political Dynamics|Health disparities and outcomes|Healthcare Policy and Management|Healthcare Systems and Public Health
2025-06-18,12,144.75,-0.0012649494020237,0.0080829015544041,12968163,257824353.0,-0.0836858203929488,0.6888559337622661,223.0,0.7142857142857142,-0.03491425057762898,1,Global Health Care Issues,Healthcare Systems and Reforms,Healthcare Policy and Management,Fiscal Policy and Economic Growth,Insurance and Financial Risk Management,12.0,5.0,3.0,2.0,2.0,33,1.0,0.4166666666666667,0.25,0.16666666666666666,0.16666666666666666,Global Health Care Issues|Healthcare Systems and Reforms|Healthcare Policy and Management|Fiscal Policy and Economic Growth|Insurance and Financial Risk Management
2025-06-20,9,144.08333333333334,-0.0046056419113412,0.0111278195488722,14293236,254774654.0,0.1021789285035976,0.9427522632985038,226.0,-0.25,-0.11582020384671494,1,Global Health Care Issues,Employment and Welfare Studies,"Insurance, Mortality, Demography, Risk Management","Retirement, Disability, and Employment",COVID-19 epidemiological studies,9.0,4.0,2.0,2.0,1.0,22,1.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.1111111111111111,"Global Health Care Issues|Employment and Welfare Studies|Insurance, Mortality, Demography, Risk Management|Retirement, Disability, and Employment|COVID-19 epidemiological studies"
2025-06-23,4,144.03,-0.0003701561596298,0.01740378161957,14879025,256433611.0,0.0409836512879238,1.0412993595148323,220.0,-0.5555555555555556,-0.24883700971805273,1,Global Health Care Issues,"Financial Literacy, Pension, Retirement Analysis","Insurance, Mortality, Demography, Risk Management",Economic Growth and Productivity,Economic and Financial Impacts of Cancer,4.0,2.0,2.0,1.0,1.0,12,1.0,0.5,0.5,0.25,0.25,"Global Health Care Issues|Financial Literacy, Pension, Retirement Analysis|Insurance, Mortality, Demography, Risk Management|Economic Growth and Productivity|Economic and Financial Impacts of Cancer"
